original_parquet_row_index,label,premise,hypothesis,gemma-3-4b-it,bloomz-1b7,llama-3.1-70b-it,Mistral-7B-Instruct
8205,neutral,Three men are playing frisbee in the woods.,Three brothers are playing a friendly game of Frisbee before dinner.,entailment,contradiction,entailment,neutral
1247,contradiction,A young man holds a hammer shaped object in the air with one hand and a similar shaped object in the other while making a funny expression.,The person is eating a sandwich.,contradiction,contradiction,contradiction,neutral
9335,contradiction,Two young boys are playing with a toy train set on a wood floor.,Two girls are playing with dolls.,contradiction,entailment,neutral,neutral
4194,neutral,A boy in an all blue uniform kicks a blue soccer ball in a grassy area.,A boy is playing with the other children.,entailment,contradiction,neutral,neutral
8000,contradiction,"A senior citizen wearing a hat, blue button up shirt, Khaki shorts and sandals walking in a park holding two ice cream cones.",The man is sitting on a bench.,neutral,contradiction,contradiction,neutral
7377,neutral,Three young Asian women walk on a rain soaked street with traffic in the background.,The women each have umbrellas.,neutral,contradiction,neutral,neutral
3434,entailment,Two teens trying to win a prize at a carnival.,Two humans are outdoors.,entailment,contradiction,entailment,neutral
5381,,A child dressed in purple clothing and a hat runs in splashing water while a man and a small boy walk nearby.,a child splashes water,entailment,contradiction,entailment,neutral
958,entailment,A tree worker with a hard hat is cutting down a branch.,The man is wearing safety gear on his head.,entailment,contradiction,entailment,neutral
416,entailment,"A man is sitting in the green chair, talking on the phone, and working on the laptop, and there is construction site next to his building.",A man can is on the phone.,entailment,contradiction,entailment,neutral
5741,entailment,"A woman wearing dollar sign glasses, holding a dollar bill, stands with a suitcase that says ""Lucky"" that is overflowing with cash.",The elaborately dressed woman stands around with her riches,entailment,contradiction,entailment,entailment
6727,entailment,A dog jumps to catch a red ball outside.,the dog is jumping.,entailment,contradiction,entailment,entailment
4381,neutral,children are sitting in chairs with a music stand in the background.,Children are having fun at Tommy's birthday party.,neutral,contradiction,neutral,neutral
5196,entailment,Women playing volleyball in the sand near the ocean.,Women playing a sport,entailment,contradiction,entailment,neutral
1112,neutral,A woman teaching a ballet class composed of small children holding colourful scarves.,A woman is teaching a ballet class composed of small children holding green and red scarves.,neutral,contradiction,neutral,neutral
2688,entailment,Two individuals use a photo kiosk,There are two individuals,entailment,contradiction,entailment,neutral
6472,neutral,Asian class posing for picture with Stormtrooper,The class is holding hands.,neutral,contradiction,neutral,neutral
8819,neutral,The man in camouflage pants telephones 911 for the man in black sneakers who is lying on the ground having a heart attack.,The men are terrified.,neutral,contradiction,neutral,neutral
7807,contradiction,a group of skiers jumping down slopes with the sun directly cast in backgroud,A man and a woman ride their bikes down a hill.,contradiction,contradiction,neutral,neutral
3410,,"Two men stand in a lift as four others, all dressed in black and bright yellow stripes, look up on them.","Six men are dressed in black and yellow, two of which are lifting.",neutral,contradiction,contradiction,neutral
80,contradiction,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.,A man waits outside a garage.,neutral,contradiction,neutral,neutral
4613,entailment,Four young female gymnasts dressed in black and blue leotards are preparing for their next routine.,Gymnasts wearing matching leotards practicing.,entailment,contradiction,entailment,neutral
1373,entailment,"An organ grinder, in World War I helmet and clown makeup, speaks to an older man in a blue, striped polo shirt.","Two men are seated on a park bench, one in clown makeup and the other in a striped polo shirt.",entailment,contradiction,entailment,neutral
1509,contradiction,A woman wearing a black t-shirt and green capri pants walks in front of a giant clock.,The green clock wears black capri pants in front of the woman.,contradiction,contradiction,contradiction,contradiction
6442,contradiction,A little girl in a colorful shirt holding a flower.,The girl is holding a dead animal,contradiction,contradiction,contradiction,contradiction
3070,entailment,A young man at a bowling alley posing on the scoring machine.,A young man is at the bowling alley.,entailment,entailment,entailment,neutral
3015,neutral,An older man wearing stars and stripes rides a bike.,The man wearing stars and stripes on a bike is in a parade.,entailment,contradiction,neutral,neutral
4822,entailment,Xylophonists play in a dark setting.,someone who plays a xylophone,entailment,contradiction,neutral,neutral
7821,entailment,A teen is standing in a field and is in the upswing position after hitting a golf ball.,There is a teenager playing golf in a field.,entailment,contradiction,entailment,entailment
92,entailment,A dog jumping for a Frisbee in the snow.,"An animal is outside in the cold weather, playing with a plastic toy.",entailment,contradiction,entailment,neutral
9420,entailment,A teenage girl in a crowd of people looking up at something.,there was a group of people present,entailment,contradiction,entailment,neutral
6599,neutral,A man with two small boys making a purchase from a woman.,The man with the little boys is buying a gift from the woman's store.,entailment,contradiction,entailment,neutral
4442,,An extreme mountain biker in mid-jump from underneath rider showing a blue sky.,An extreme mountain biker in mid-jump from underneath rider showing a clear sky.,entailment,contradiction,neutral,neutral
7601,contradiction,A man in a lab coat is looking through a microscope.,A lifeguard sits by the pool,contradiction,contradiction,neutral,contradiction
3834,contradiction,Men play hockey.,Aliens play,neutral,contradiction,neutral,contradiction
9701,entailment,Several women in headscarves are standing in a cobbled courtyard.,Women wearing headscarves stand in a cobbled courtyard.,entailment,contradiction,entailment,neutral
4321,contradiction,Two men stand on stairs with an assortment of chairs and a woven basket in the foreground.,The men are sitting.,entailment,contradiction,contradiction,neutral
3393,neutral,A young man wearing goggles is putting some liquid in a beaker while a young girl wearing blue gloves looks down while holding a pen.,A science teacher demonstrates how to mix the liquid as his young student takes notes.,entailment,contradiction,entailment,neutral
4751,contradiction,A man playing cricket,a woman plays polo,neutral,contradiction,neutral,neutral
7228,entailment,A man with a pinstriped shirt and tan slacks adjust his tie while looking at a apple laptop computer.,A man adjusts his tie looking at a laptop,entailment,contradiction,entailment,neutral
